date,inkabet-Amazonas,isPartial,inkabet-Apurímac,inkabet-Arequipa,inkabet-Ayacucho,inkabet-Cajamarca,inkabet-Callao,inkabet-Cuzco,inkabet-Departamento de Lima,inkabet-Huancavelica,inkabet-Huánuco,inkabet-Ica,inkabet-Junín,inkabet-La Libertad,inkabet-Lambayeque,inkabet-Loreto,inkabet-Madre de Dios,inkabet-Moquegua,inkabet-Pasco,inkabet-Piura,inkabet-Puno,inkabet-San Martín,inkabet-Tacna,inkabet-Tumbes,inkabet-Ucayali,inkabet-Áncash
2019-10-20,0,False,0,11,0,0,13,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0
2019-10-27,0,False,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2019-11-03,0,False,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-10,0,False,0,0,0,0,20,0,0,0,0,26,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-17,0,False,0,7,0,0,12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-24,0,False,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,0,False,0,10,0,0,0,0,19,0,0,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-08,0,False,0,7,0,0,21,0,0,0,0,37,0,15,0,0,0,0,0,20,0,0,0,0,0,0
2019-12-15,0,False,0,12,0,0,14,30,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2019-12-22,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
2019-12-29,0,False,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05,0,False,0,12,0,0,0,26,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,0,False,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,False,0,10,0,0,0,26,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,False,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23
2020-02-02,0,False,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,False,0,11,0,0,26,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,False,0,18,0,0,15,0,0,100,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0
2020-02-23,0,False,0,12,0,0,15,0,0,0,0,41,0,19,0,0,0,0,0,0,0,0,0,0,0,25
2020-03-01,0,False,0,14,0,0,15,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,False,0,14,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,100,0,0,0
2020-03-15,0,False,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
